test_case_id,provider,instrument,input_system,O,C,E,A,N,profile_label,total_score,factor_scores,questions_answered,questions_total
8097,deepseek,bfi,ocean_direct,50,25,0,0,50,low_A_medlow_C_low_E,27.78,"{""extraversion"": 0.0, ""agreeableness"": 0.0, ""conscientiousness"": 13.88888888888889, ""neuroticism"": 75.0, ""openness"": 50.0}",44,44
8116,gemini,bfi,ocean_direct,50,25,0,0,50,low_A_medlow_C_low_E,31.18,"{""extraversion"": 0.0, ""agreeableness"": 5.555555555555558, ""conscientiousness"": 22.22222222222222, ""neuroticism"": 78.125, ""openness"": 50.0}",44,44
8078,openai,bfi,ocean_direct,50,25,0,0,50,low_A_medlow_C_low_E,25.0,"{""extraversion"": 0.0, ""agreeableness"": 0.0, ""conscientiousness"": 25.0, ""neuroticism"": 50.0, ""openness"": 50.0}",44,44
8070,claude,bfi,ocean_direct,50,75,100,100,50,max_A_high_C_high_E,77.71,"{""extraversion"": 100.0, ""agreeableness"": 100.0, ""conscientiousness"": 91.66666666666667, ""neuroticism"": 46.875, ""openness"": 50.0}",44,44
8108,deepseek,bfi,ocean_direct,50,75,100,100,50,max_A_high_C_high_E,75.76,"{""extraversion"": 100.0, ""agreeableness"": 100.0, ""conscientiousness"": 94.44444444444444, ""neuroticism"": 34.375, ""openness"": 50.0}",44,44
8127,gemini,bfi,ocean_direct,50,75,100,100,50,max_A_high_C_high_E,77.57,"{""extraversion"": 100.0, ""agreeableness"": 100.0, ""conscientiousness"": 97.22222222222223, ""neuroticism"": 40.625, ""openness"": 50.0}",44,44
8089,openai,bfi,ocean_direct,50,75,100,100,50,max_A_high_C_high_E,77.78,"{""extraversion"": 100.0, ""agreeableness"": 100.0, ""conscientiousness"": 88.88888888888889, ""neuroticism"": 50.0, ""openness"": 50.0}",44,44
8069,claude,bfi,ocean_direct,50,75,0,100,50,max_A_high_C_low_E,59.58,"{""extraversion"": 6.25, ""agreeableness"": 97.22222222222223, ""conscientiousness"": 94.44444444444444, ""neuroticism"": 50.0, ""openness"": 50.0}",44,44
8107,deepseek,bfi,ocean_direct,50,75,0,100,50,max_A_high_C_low_E,56.67,"{""extraversion"": 0.0, ""agreeableness"": 100.0, ""conscientiousness"": 83.33333333333333, ""neuroticism"": 50.0, ""openness"": 50.0}",44,44
8126,gemini,bfi,ocean_direct,50,75,0,100,50,max_A_high_C_low_E,58.89,"{""extraversion"": 0.0, ""agreeableness"": 100.0, ""conscientiousness"": 94.44444444444444, ""neuroticism"": 50.0, ""openness"": 50.0}",44,44
8088,openai,bfi,ocean_direct,50,75,0,100,50,max_A_high_C_low_E,60.21,"{""extraversion"": 9.375, ""agreeableness"": 100.0, ""conscientiousness"": 91.66666666666667, ""neuroticism"": 50.0, ""openness"": 50.0}",44,44
8072,claude,bfi,ocean_direct,50,100,100,100,50,max_A_max_C_high_E,79.38,"{""extraversion"": 100.0, ""agreeableness"": 100.0, ""conscientiousness"": 100.0, ""neuroticism"": 46.875, ""openness"": 50.0}",44,44
8110,deepseek,bfi,ocean_direct,50,100,100,100,50,max_A_max_C_high_E,73.47,"{""extraversion"": 90.625, ""agreeableness"": 91.66666666666667, ""conscientiousness"": 94.44444444444444, ""neuroticism"": 40.625, ""openness"": 50.0}",44,44
8129,gemini,bfi,ocean_direct,50,100,100,100,50,max_A_max_C_high_E,78.13,"{""extraversion"": 100.0, ""agreeableness"": 100.0, ""conscientiousness"": 100.0, ""neuroticism"": 40.625, ""openness"": 50.0}",44,44
8091,openai,bfi,ocean_direct,50,100,100,100,50,max_A_max_C_high_E,79.38,"{""extraversion"": 96.875, ""agreeableness"": 100.0, ""conscientiousness"": 100.0, ""neuroticism"": 50.0, ""openness"": 50.0}",44,44
8071,claude,bfi,ocean_direct,50,100,0,100,50,max_A_max_C_low_E,61.32,"{""extraversion"": 9.375, ""agreeableness"": 97.22222222222223, ""conscientiousness"": 100.0, ""neuroticism"": 50.0, ""openness"": 50.0}",44,44
8109,deepseek,bfi,ocean_direct,50,100,0,100,50,max_A_max_C_low_E,60.0,"{""extraversion"": 0.0, ""agreeableness"": 100.0, ""conscientiousness"": 100.0, ""neuroticism"": 50.0, ""openness"": 50.0}",44,44
8128,gemini,bfi,ocean_direct,50,100,0,100,50,max_A_max_C_low_E,60.0,"{""extraversion"": 0.0, ""agreeableness"": 100.0, ""conscientiousness"": 100.0, ""neuroticism"": 50.0, ""openness"": 50.0}",44,44
8090,openai,bfi,ocean_direct,50,100,0,100,50,max_A_max_C_low_E,61.88,"{""extraversion"": 9.375, ""agreeableness"": 100.0, ""conscientiousness"": 100.0, ""neuroticism"": 50.0, ""openness"": 50.0}",44,44
8062,claude,bfi,ocean_direct,50,0,100,25,50,medlow_A_low_C_high_E,45.0,"{""extraversion"": 100.0, ""agreeableness"": 25.0, ""conscientiousness"": 0.0, ""neuroticism"": 50.0, ""openness"": 50.0}",44,44
8100,deepseek,bfi,ocean_direct,50,0,100,25,50,medlow_A_low_C_high_E,45.0,"{""extraversion"": 100.0, ""agreeableness"": 25.0, ""conscientiousness"": 0.0, ""neuroticism"": 50.0, ""openness"": 50.0}",44,44
8119,gemini,bfi,ocean_direct,50,0,100,25,50,medlow_A_low_C_high_E,50.0,"{""extraversion"": 100.0, ""agreeableness"": 50.0, ""conscientiousness"": 0.0, ""neuroticism"": 50.0, ""openness"": 50.0}",44,44
8081,openai,bfi,ocean_direct,50,0,100,25,50,medlow_A_low_C_high_E,45.0,"{""extraversion"": 100.0, ""agreeableness"": 25.0, ""conscientiousness"": 0.0, ""neuroticism"": 50.0, ""openness"": 50.0}",44,44
8061,claude,bfi,ocean_direct,50,0,0,25,50,medlow_A_low_C_low_E,42.22,"{""extraversion"": 25.0, ""agreeableness"": 47.22222222222222, ""conscientiousness"": 13.88888888888889, ""neuroticism"": 75.0, ""openness"": 50.0}",44,44
8099,deepseek,bfi,ocean_direct,50,0,0,25,50,medlow_A_low_C_low_E,33.68,"{""extraversion"": 15.625, ""agreeableness"": 27.77777777777778, ""conscientiousness"": 0.0, ""neuroticism"": 75.0, ""openness"": 50.0}",44,44
8118,gemini,bfi,ocean_direct,50,0,0,25,50,medlow_A_low_C_low_E,37.36,"{""extraversion"": 0.0, ""agreeableness"": 55.55555555555556, ""conscientiousness"": 0.0, ""neuroticism"": 81.25, ""openness"": 50.0}",44,44
8080,openai,bfi,ocean_direct,50,0,0,25,50,medlow_A_low_C_low_E,27.22,"{""extraversion"": 0.0, ""agreeableness"": 36.111111111111114, ""conscientiousness"": 0.0, ""neuroticism"": 50.0, ""openness"": 50.0}",44,44
8064,claude,bfi,ocean_direct,50,25,100,25,50,medlow_A_medlow_C_high_E,50.0,"{""extraversion"": 100.0, ""agreeableness"": 25.0, ""conscientiousness"": 25.0, ""neuroticism"": 50.0, ""openness"": 50.0}",44,44
8102,deepseek,bfi,ocean_direct,50,25,100,25,50,medlow_A_medlow_C_high_E,50.0,"{""extraversion"": 100.0, ""agreeableness"": 25.0, ""conscientiousness"": 25.0, ""neuroticism"": 50.0, ""openness"": 50.0}",44,44
8121,gemini,bfi,ocean_direct,50,25,100,25,50,medlow_A_medlow_C_high_E,56.11,"{""extraversion"": 100.0, ""agreeableness"": 55.55555555555556, ""conscientiousness"": 25.0, ""neuroticism"": 50.0, ""openness"": 50.0}",44,44
8083,openai,bfi,ocean_direct,50,25,100,25,50,medlow_A_medlow_C_high_E,48.75,"{""extraversion"": 93.75, ""agreeableness"": 25.0, ""conscientiousness"": 25.0, ""neuroticism"": 50.0, ""openness"": 50.0}",44,44
8063,claude,bfi,ocean_direct,50,25,0,25,50,medlow_A_medlow_C_low_E,37.92,"{""extraversion"": 6.25, ""agreeableness"": 33.333333333333336, ""conscientiousness"": 25.0, ""neuroticism"": 75.0, ""openness"": 50.0}",44,44
8101,deepseek,bfi,ocean_direct,50,25,0,25,50,medlow_A_medlow_C_low_E,36.67,"{""extraversion"": 0.0, ""agreeableness"": 33.333333333333336, ""conscientiousness"": 25.0, ""neuroticism"": 75.0, ""openness"": 50.0}",44,44
8120,gemini,bfi,ocean_direct,50,25,0,25,50,medlow_A_medlow_C_low_E,41.11,"{""extraversion"": 0.0, ""agreeableness"": 55.55555555555556, ""conscientiousness"": 25.0, ""neuroticism"": 75.0, ""openness"": 50.0}",44,44
8082,openai,bfi,ocean_direct,50,25,0,25,50,medlow_A_medlow_C_low_E,36.74,"{""extraversion"": 9.375, ""agreeableness"": 30.555555555555557, ""conscientiousness"": 25.0, ""neuroticism"": 68.75, ""openness"": 50.0}",44,44
8073,claude,bfi,ocean_direct,50,50,50,50,50,neutral,50.0,"{""extraversion"": 50.0, ""agreeableness"": 50.0, ""conscientiousness"": 50.0, ""neuroticism"": 50.0, ""openness"": 50.0}",44,44
8111,deepseek,bfi,ocean_direct,50,50,50,50,50,neutral,51.11,"{""extraversion"": 50.0, ""agreeableness"": 55.55555555555556, ""conscientiousness"": 50.0, ""neuroticism"": 50.0, ""openness"": 50.0}",44,44
8130,gemini,bfi,ocean_direct,50,50,50,50,50,neutral,50.0,"{""extraversion"": 50.0, ""agreeableness"": 50.0, ""conscientiousness"": 50.0, ""neuroticism"": 50.0, ""openness"": 50.0}",44,44
8092,openai,bfi,ocean_direct,50,50,50,50,50,neutral,50.0,"{""extraversion"": 50.0, ""agreeableness"": 50.0, ""conscientiousness"": 50.0, ""neuroticism"": 50.0, ""openness"": 50.0}",44,44
9595,claude,bfi,scenario,100,100,100,100,100,all_maximum,88.21,"{""extraversion"": 81.25, ""agreeableness"": 94.44444444444444, ""conscientiousness"": 97.22222222222223, ""neuroticism"": 90.625, ""openness"": 77.49999999999999}",44,44
9633,deepseek,bfi,scenario,100,100,100,100,100,all_maximum,77.36,"{""extraversion"": 65.625, ""agreeableness"": 86.11111111111111, ""conscientiousness"": 94.44444444444444, ""neuroticism"": 65.625, ""openness"": 75.0}",44,44
9652,gemini,bfi,scenario,100,100,100,100,100,all_maximum,92.96,"{""extraversion"": 93.75, ""agreeableness"": 94.44444444444444, ""conscientiousness"": 97.22222222222223, ""neuroticism"": 84.375, ""openness"": 95.0}",44,44
9614,openai,bfi,scenario,100,100,100,100,100,all_maximum,90.0,"{""extraversion"": 87.5, ""agreeableness"": 100.0, ""conscientiousness"": 100.0, ""neuroticism"": 75.0, ""openness"": 87.5}",44,44
9594,claude,bfi,scenario,0,0,0,0,0,all_minimum,28.06,"{""extraversion"": 37.5, ""agreeableness"": 25.0, ""conscientiousness"": 27.77777777777778, ""neuroticism"": 25.0, ""openness"": 25.0}",44,44
9632,deepseek,bfi,scenario,0,0,0,0,0,all_minimum,23.57,"{""extraversion"": 15.625, ""agreeableness"": 25.0, ""conscientiousness"": 22.22222222222222, ""neuroticism"": 25.0, ""openness"": 30.000000000000004}",44,44
9651,gemini,bfi,scenario,0,0,0,0,0,all_minimum,18.04,"{""extraversion"": 12.5, ""agreeableness"": 13.88888888888889, ""conscientiousness"": 19.444444444444443, ""neuroticism"": 21.875, ""openness"": 22.499999999999996}",44,44
9613,openai,bfi,scenario,0,0,0,0,0,all_minimum,23.54,"{""extraversion"": 18.75, ""agreeableness"": 25.0, ""conscientiousness"": 33.333333333333336, ""neuroticism"": 15.625, ""openness"": 25.0}",44,44
9586,claude,bfi,scenario,50,75,100,75,50,high_A_high_C_high_E,69.85,"{""extraversion"": 65.625, ""agreeableness"": 88.88888888888889, ""conscientiousness"": 97.22222222222223, ""neuroticism"": 50.0, ""openness"": 47.5}",44,44
9624,deepseek,bfi,scenario,50,75,100,75,50,high_A_high_C_high_E,67.51,"{""extraversion"": 68.75, ""agreeableness"": 80.55555555555556, ""conscientiousness"": 88.88888888888889, ""neuroticism"": 34.375, ""openness"": 65.0}",44,44
9643,gemini,bfi,scenario,50,75,100,75,50,high_A_high_C_high_E,77.33,"{""extraversion"": 87.5, ""agreeableness"": 94.44444444444444, ""conscientiousness"": 97.22222222222223, ""neuroticism"": 37.5, ""openness"": 70.0}",44,44
9605,openai,bfi,scenario,50,75,100,75,50,high_A_high_C_high_E,81.69,"{""extraversion"": 87.5, ""agreeableness"": 97.22222222222223, ""conscientiousness"": 100.0, ""neuroticism"": 56.25, ""openness"": 67.5}",44,44
9585,claude,bfi,scenario,50,75,0,75,50,high_A_high_C_low_E,60.68,"{""extraversion"": 28.125, ""agreeableness"": 80.55555555555556, ""conscientiousness"": 97.22222222222223, ""neuroticism"": 50.0, ""openness"": 47.5}",44,44
9623,deepseek,bfi,scenario,50,75,0,75,50,high_A_high_C_low_E,57.64,"{""extraversion"": 18.75, ""agreeableness"": 75.0, ""conscientiousness"": 94.44444444444444, ""neuroticism"": 37.5, ""openness"": 62.5}",44,44
9642,gemini,bfi,scenario,50,75,0,75,50,high_A_high_C_low_E,59.56,"{""extraversion"": 6.25, ""agreeableness"": 83.33333333333333, ""conscientiousness"": 94.44444444444444, ""neuroticism"": 56.25, ""openness"": 57.49999999999999}",44,44
9604,openai,bfi,scenario,50,75,0,75,50,high_A_high_C_low_E,61.58,"{""extraversion"": 15.625, ""agreeableness"": 91.66666666666667, ""conscientiousness"": 100.0, ""neuroticism"": 53.125, ""openness"": 47.5}",44,44
9588,claude,bfi,scenario,50,100,100,75,50,high_A_max_C_high_E,69.85,"{""extraversion"": 65.625, ""agreeableness"": 88.88888888888889, ""conscientiousness"": 97.22222222222223, ""neuroticism"": 50.0, ""openness"": 47.5}",44,44
9626,deepseek,bfi,scenario,50,100,100,75,50,high_A_max_C_high_E,67.01,"{""extraversion"": 68.75, ""agreeableness"": 80.55555555555556, ""conscientiousness"": 88.88888888888889, ""neuroticism"": 34.375, ""openness"": 62.5}",44,44
9645,gemini,bfi,scenario,50,100,100,75,50,high_A_max_C_high_E,76.78,"{""extraversion"": 87.5, ""agreeableness"": 91.66666666666667, ""conscientiousness"": 97.22222222222223, ""neuroticism"": 37.5, ""openness"": 70.0}",44,44
9607,openai,bfi,scenario,50,100,100,75,50,high_A_max_C_high_E,82.07,"{""extraversion"": 87.5, ""agreeableness"": 97.22222222222223, ""conscientiousness"": 100.0, ""neuroticism"": 53.125, ""openness"": 72.5}",44,44
9587,claude,bfi,scenario,50,100,0,75,50,high_A_max_C_low_E,59.68,"{""extraversion"": 28.125, ""agreeableness"": 80.55555555555556, ""conscientiousness"": 97.22222222222223, ""neuroticism"": 50.0, ""openness"": 42.50000000000001}",44,44
9625,deepseek,bfi,scenario,50,100,0,75,50,high_A_max_C_low_E,57.64,"{""extraversion"": 18.75, ""agreeableness"": 75.0, ""conscientiousness"": 94.44444444444444, ""neuroticism"": 37.5, ""openness"": 62.5}",44,44
9644,gemini,bfi,scenario,50,100,0,75,50,high_A_max_C_low_E,60.79,"{""extraversion"": 6.25, ""agreeableness"": 86.11111111111111, ""conscientiousness"": 97.22222222222223, ""neuroticism"": 59.375, ""openness"": 55.00000000000001}",44,44
9606,openai,bfi,scenario,50,100,0,75,50,high_A_max_C_low_E,59.54,"{""extraversion"": 15.625, ""agreeableness"": 83.33333333333333, ""conscientiousness"": 100.0, ""neuroticism"": 56.25, ""openness"": 42.50000000000001}",44,44
9578,claude,bfi,scenario,50,0,100,0,50,low_A_low_C_high_E,49.17,"{""extraversion"": 87.5, ""agreeableness"": 33.333333333333336, ""conscientiousness"": 25.0, ""neuroticism"": 50.0, ""openness"": 50.0}",44,44
9616,deepseek,bfi,scenario,50,0,100,0,50,low_A_low_C_high_E,48.0,"{""extraversion"": 81.25, ""agreeableness"": 41.666666666666664, ""conscientiousness"": 33.333333333333336, ""neuroticism"": 31.25, ""openness"": 52.5}",44,44
9635,gemini,bfi,scenario,50,0,100,0,50,low_A_low_C_high_E,54.97,"{""extraversion"": 100.0, ""agreeableness"": 36.111111111111114, ""conscientiousness"": 25.0, ""neuroticism"": 43.75, ""openness"": 70.0}",44,44
9597,openai,bfi,scenario,50,0,100,0,50,low_A_low_C_high_E,54.65,"{""extraversion"": 96.875, ""agreeableness"": 33.333333333333336, ""conscientiousness"": 30.555555555555557, ""neuroticism"": 62.5, ""openness"": 50.0}",44,44
9577,claude,bfi,scenario,50,0,0,0,50,low_A_low_C_low_E,37.29,"{""extraversion"": 40.625, ""agreeableness"": 30.555555555555557, ""conscientiousness"": 27.77777777777778, ""neuroticism"": 50.0, ""openness"": 37.5}",44,44
9615,deepseek,bfi,scenario,50,0,0,0,50,low_A_low_C_low_E,37.29,"{""extraversion"": 25.0, ""agreeableness"": 33.333333333333336, ""conscientiousness"": 25.0, ""neuroticism"": 53.125, ""openness"": 50.0}",44,44
9634,gemini,bfi,scenario,50,0,0,0,50,low_A_low_C_low_E,33.68,"{""extraversion"": 15.625, ""agreeableness"": 25.0, ""conscientiousness"": 27.77777777777778, ""neuroticism"": 50.0, ""openness"": 50.0}",44,44
9596,openai,bfi,scenario,50,0,0,0,50,low_A_low_C_low_E,37.5,"{""extraversion"": 21.875, ""agreeableness"": 25.0, ""conscientiousness"": 25.0, ""neuroticism"": 65.625, ""openness"": 50.0}",44,44
9580,claude,bfi,scenario,50,25,100,0,50,low_A_medlow_C_high_E,49.72,"{""extraversion"": 87.5, ""agreeableness"": 36.111111111111114, ""conscientiousness"": 25.0, ""neuroticism"": 50.0, ""openness"": 50.0}",44,44
9618,deepseek,bfi,scenario,50,25,100,0,50,low_A_medlow_C_high_E,47.88,"{""extraversion"": 78.125, ""agreeableness"": 41.666666666666664, ""conscientiousness"": 33.333333333333336, ""neuroticism"": 31.25, ""openness"": 55.00000000000001}",44,44
9637,gemini,bfi,scenario,50,25,100,0,50,low_A_medlow_C_high_E,54.82,"{""extraversion"": 100.0, ""agreeableness"": 38.888888888888886, ""conscientiousness"": 33.333333333333336, ""neuroticism"": 46.875, ""openness"": 55.00000000000001}",44,44
9599,openai,bfi,scenario,50,25,100,0,50,low_A_medlow_C_high_E,53.9,"{""extraversion"": 93.75, ""agreeableness"": 33.333333333333336, ""conscientiousness"": 30.555555555555557, ""neuroticism"": 59.375, ""openness"": 52.5}",44,44
9579,claude,bfi,scenario,50,25,0,0,50,low_A_medlow_C_low_E,35.61,"{""extraversion"": 37.5, ""agreeableness"": 27.77777777777778, ""conscientiousness"": 27.77777777777778, ""neuroticism"": 50.0, ""openness"": 35.0}",44,44
9617,deepseek,bfi,scenario,50,25,0,0,50,low_A_medlow_C_low_E,38.4,"{""extraversion"": 25.0, ""agreeableness"": 36.111111111111114, ""conscientiousness"": 27.77777777777778, ""neuroticism"": 53.125, ""openness"": 50.0}",44,44
9636,gemini,bfi,scenario,50,25,0,0,50,low_A_medlow_C_low_E,31.46,"{""extraversion"": 15.625, ""agreeableness"": 13.88888888888889, ""conscientiousness"": 27.77777777777778, ""neuroticism"": 50.0, ""openness"": 50.0}",44,44
9598,openai,bfi,scenario,50,25,0,0,50,low_A_medlow_C_low_E,38.68,"{""extraversion"": 21.875, ""agreeableness"": 25.0, ""conscientiousness"": 27.77777777777778, ""neuroticism"": 68.75, ""openness"": 50.0}",44,44
9590,claude,bfi,scenario,50,75,100,100,50,max_A_high_C_high_E,69.85,"{""extraversion"": 65.625, ""agreeableness"": 88.88888888888889, ""conscientiousness"": 97.22222222222223, ""neuroticism"": 50.0, ""openness"": 47.5}",44,44
9628,deepseek,bfi,scenario,50,75,100,100,50,max_A_high_C_high_E,67.01,"{""extraversion"": 68.75, ""agreeableness"": 80.55555555555556, ""conscientiousness"": 88.88888888888889, ""neuroticism"": 34.375, ""openness"": 62.5}",44,44
9647,gemini,bfi,scenario,50,75,100,100,50,max_A_high_C_high_E,77.33,"{""extraversion"": 87.5, ""agreeableness"": 94.44444444444444, ""conscientiousness"": 97.22222222222223, ""neuroticism"": 37.5, ""openness"": 70.0}",44,44
9609,openai,bfi,scenario,50,75,100,100,50,max_A_high_C_high_E,82.75,"{""extraversion"": 87.5, ""agreeableness"": 100.0, ""conscientiousness"": 100.0, ""neuroticism"": 56.25, ""openness"": 70.0}",44,44
9589,claude,bfi,scenario,50,75,0,100,50,max_A_high_C_low_E,59.68,"{""extraversion"": 28.125, ""agreeableness"": 80.55555555555556, ""conscientiousness"": 97.22222222222223, ""neuroticism"": 50.0, ""openness"": 42.50000000000001}",44,44
9627,deepseek,bfi,scenario,50,75,0,100,50,max_A_high_C_low_E,57.64,"{""extraversion"": 18.75, ""agreeableness"": 75.0, ""conscientiousness"": 94.44444444444444, ""neuroticism"": 37.5, ""openness"": 62.5}",44,44
9646,gemini,bfi,scenario,50,75,0,100,50,max_A_high_C_low_E,60.79,"{""extraversion"": 6.25, ""agreeableness"": 86.11111111111111, ""conscientiousness"": 97.22222222222223, ""neuroticism"": 59.375, ""openness"": 55.00000000000001}",44,44
9608,openai,bfi,scenario,50,75,0,100,50,max_A_high_C_low_E,60.11,"{""extraversion"": 21.875, ""agreeableness"": 83.33333333333333, ""conscientiousness"": 97.22222222222223, ""neuroticism"": 53.125, ""openness"": 44.99999999999999}",44,44
9592,claude,bfi,scenario,50,100,100,100,50,max_A_max_C_high_E,69.85,"{""extraversion"": 65.625, ""agreeableness"": 88.88888888888889, ""conscientiousness"": 97.22222222222223, ""neuroticism"": 50.0, ""openness"": 47.5}",44,44
9630,deepseek,bfi,scenario,50,100,100,100,50,max_A_max_C_high_E,67.64,"{""extraversion"": 68.75, ""agreeableness"": 80.55555555555556, ""conscientiousness"": 88.88888888888889, ""neuroticism"": 37.5, ""openness"": 62.5}",44,44
9649,gemini,bfi,scenario,50,100,100,100,50,max_A_max_C_high_E,76.78,"{""extraversion"": 87.5, ""agreeableness"": 91.66666666666667, ""conscientiousness"": 97.22222222222223, ""neuroticism"": 37.5, ""openness"": 70.0}",44,44
9611,openai,bfi,scenario,50,100,100,100,50,max_A_max_C_high_E,83.38,"{""extraversion"": 90.625, ""agreeableness"": 100.0, ""conscientiousness"": 100.0, ""neuroticism"": 56.25, ""openness"": 70.0}",44,44
9591,claude,bfi,scenario,50,100,0,100,50,max_A_max_C_low_E,59.68,"{""extraversion"": 28.125, ""agreeableness"": 80.55555555555556, ""conscientiousness"": 97.22222222222223, ""neuroticism"": 50.0, ""openness"": 42.50000000000001}",44,44
9629,deepseek,bfi,scenario,50,100,0,100,50,max_A_max_C_low_E,54.39,"{""extraversion"": 15.625, ""agreeableness"": 75.0, ""conscientiousness"": 94.44444444444444, ""neuroticism"": 34.375, ""openness"": 52.5}",44,44
9648,gemini,bfi,scenario,50,100,0,100,50,max_A_max_C_low_E,60.79,"{""extraversion"": 6.25, ""agreeableness"": 86.11111111111111, ""conscientiousness"": 97.22222222222223, ""neuroticism"": 59.375, ""openness"": 55.00000000000001}",44,44
9610,openai,bfi,scenario,50,100,0,100,50,max_A_max_C_low_E,62.1,"{""extraversion"": 15.625, ""agreeableness"": 86.11111111111111, ""conscientiousness"": 100.0, ""neuroticism"": 56.25, ""openness"": 52.5}",44,44
9582,claude,bfi,scenario,50,0,100,25,50,medlow_A_low_C_high_E,49.17,"{""extraversion"": 87.5, ""agreeableness"": 33.333333333333336, ""conscientiousness"": 25.0, ""neuroticism"": 50.0, ""openness"": 50.0}",44,44
9620,deepseek,bfi,scenario,50,0,100,25,50,medlow_A_low_C_high_E,46.89,"{""extraversion"": 81.25, ""agreeableness"": 41.666666666666664, ""conscientiousness"": 27.77777777777778, ""neuroticism"": 31.25, ""openness"": 52.5}",44,44
9639,gemini,bfi,scenario,50,0,100,25,50,medlow_A_low_C_high_E,53.81,"{""extraversion"": 100.0, ""agreeableness"": 25.0, ""conscientiousness"": 27.77777777777778, ""neuroticism"": 43.75, ""openness"": 72.5}",44,44
9601,openai,bfi,scenario,50,0,100,25,50,medlow_A_low_C_high_E,56.19,"{""extraversion"": 93.75, ""agreeableness"": 33.333333333333336, ""conscientiousness"": 38.888888888888886, ""neuroticism"": 62.5, ""openness"": 52.5}",44,44
9581,claude,bfi,scenario,50,0,0,25,50,medlow_A_low_C_low_E,35.61,"{""extraversion"": 37.5, ""agreeableness"": 27.77777777777778, ""conscientiousness"": 27.77777777777778, ""neuroticism"": 50.0, ""openness"": 35.0}",44,44
9619,deepseek,bfi,scenario,50,0,0,25,50,medlow_A_low_C_low_E,37.85,"{""extraversion"": 25.0, ""agreeableness"": 33.333333333333336, ""conscientiousness"": 27.77777777777778, ""neuroticism"": 53.125, ""openness"": 50.0}",44,44
9638,gemini,bfi,scenario,50,0,0,25,50,medlow_A_low_C_low_E,33.68,"{""extraversion"": 15.625, ""agreeableness"": 25.0, ""conscientiousness"": 27.77777777777778, ""neuroticism"": 50.0, ""openness"": 50.0}",44,44
9600,openai,bfi,scenario,50,0,0,25,50,medlow_A_low_C_low_E,39.17,"{""extraversion"": 21.875, ""agreeableness"": 25.0, ""conscientiousness"": 33.333333333333336, ""neuroticism"": 65.625, ""openness"": 50.0}",44,44
9584,claude,bfi,scenario,50,25,100,25,50,medlow_A_medlow_C_high_E,49.72,"{""extraversion"": 87.5, ""agreeableness"": 36.111111111111114, ""conscientiousness"": 25.0, ""neuroticism"": 50.0, ""openness"": 50.0}",44,44
9622,deepseek,bfi,scenario,50,25,100,25,50,medlow_A_medlow_C_high_E,46.89,"{""extraversion"": 81.25, ""agreeableness"": 41.666666666666664, ""conscientiousness"": 27.77777777777778, ""neuroticism"": 31.25, ""openness"": 52.5}",44,44
9641,gemini,bfi,scenario,50,25,100,25,50,medlow_A_medlow_C_high_E,56.69,"{""extraversion"": 100.0, ""agreeableness"": 38.888888888888886, ""conscientiousness"": 33.333333333333336, ""neuroticism"": 43.75, ""openness"": 67.5}",44,44
9603,openai,bfi,scenario,50,25,100,25,50,medlow_A_medlow_C_high_E,53.28,"{""extraversion"": 93.75, ""agreeableness"": 33.333333333333336, ""conscientiousness"": 30.555555555555557, ""neuroticism"": 56.25, ""openness"": 52.5}",44,44
9583,claude,bfi,scenario,50,25,0,25,50,medlow_A_medlow_C_low_E,35.61,"{""extraversion"": 37.5, ""agreeableness"": 27.77777777777778, ""conscientiousness"": 27.77777777777778, ""neuroticism"": 50.0, ""openness"": 35.0}",44,44
9621,deepseek,bfi,scenario,50,25,0,25,50,medlow_A_medlow_C_low_E,37.29,"{""extraversion"": 25.0, ""agreeableness"": 33.333333333333336, ""conscientiousness"": 25.0, ""neuroticism"": 53.125, ""openness"": 50.0}",44,44
9640,gemini,bfi,scenario,50,25,0,25,50,medlow_A_medlow_C_low_E,34.93,"{""extraversion"": 12.5, ""agreeableness"": 25.0, ""conscientiousness"": 27.77777777777778, ""neuroticism"": 59.375, ""openness"": 50.0}",44,44
9602,openai,bfi,scenario,50,25,0,25,50,medlow_A_medlow_C_low_E,37.99,"{""extraversion"": 21.875, ""agreeableness"": 25.0, ""conscientiousness"": 30.555555555555557, ""neuroticism"": 62.5, ""openness"": 50.0}",44,44
9593,claude,bfi,scenario,50,50,50,50,50,neutral,57.51,"{""extraversion"": 40.625, ""agreeableness"": 75.0, ""conscientiousness"": 69.44444444444444, ""neuroticism"": 50.0, ""openness"": 52.5}",44,44
9631,deepseek,bfi,scenario,50,50,50,50,50,neutral,60.07,"{""extraversion"": 40.625, ""agreeableness"": 77.77777777777777, ""conscientiousness"": 69.44444444444444, ""neuroticism"": 50.0, ""openness"": 62.5}",44,44
9650,gemini,bfi,scenario,50,50,50,50,50,neutral,57.14,"{""extraversion"": 43.75, ""agreeableness"": 77.77777777777777, ""conscientiousness"": 66.66666666666666, ""neuroticism"": 37.5, ""openness"": 60.0}",44,44
9612,openai,bfi,scenario,50,50,50,50,50,neutral,58.46,"{""extraversion"": 40.625, ""agreeableness"": 75.0, ""conscientiousness"": 66.66666666666666, ""neuroticism"": 50.0, ""openness"": 60.0}",44,44
9291,claude,dark_triad,behavioral,100,100,100,100,100,all_maximum,33.33,"{""machiavellianism"": 13.88888888888889, ""narcissism"": 69.44444444444444, ""psychopathy"": 16.666666666666668}",27,27
